,title,budget,popularity,production_companies,release_date,runtime,revenue,status,vote_average,vote_count,Year
4103,Shortbus,2000000,14.846001000000001,"[{""name"": ""Fortissimo Films"", ""id"": 1615}, {""name"": ""Process Productions"", ""id"": 1616}, {""name"": ""Q Television"", ""id"": 1617}]",2006-05-20,101.0,5179037,Released,6.3,140,2006
4104,Waltz with Bashir,2000000,14.082510000000001,"[{""name"": ""Les Films d'Ici"", ""id"": 1848}, {""name"": ""Bridgit Folman Film Gang"", ""id"": 17931}, {""name"": ""Razor Film Produktion"", ""id"": 17932}]",2008-06-25,90.0,11125849,Released,7.8,291,2008
4105,"The Book of Mormon Movie, Volume 1: The Journey",2000000,0.031947,[],2003-09-12,120.0,1672730,Released,5.0,2,2003
4106,No End in Sight,2000000,2.2837959999999997,[],2007-07-27,102.0,1431623,Released,7.2,23,2007
4107,The Diary of a Teenage Girl,2000000,18.224326,"[{""name"": ""Caviar Films"", ""id"": 2699}, {""name"": ""Cold Iron Pictures"", ""id"": 3916}, {""name"": ""Archer Gray"", ""id"": 41640}]",2015-08-07,98.0,1477002,Released,6.8,279,2015
4108,In the Shadow of the Moon,2000000,3.4315900000000004,"[{""name"": ""Film4"", ""id"": 9349}, {""name"": ""Passion Pictures"", ""id"": 11594}, {""name"": ""Discovery Films"", ""id"": 21673}]",2007-01-19,109.0,0,Released,7.6,31,2007
4109,Meek's Cutoff,0,4.749885,"[{""name"": ""Film Science"", ""id"": 1976}, {""name"": ""Evenstar Films"", ""id"": 4620}, {""name"": ""Oscilloscope Laboratories"", ""id"": 4748}]",2010-09-05,104.0,876302,Released,6.5,77,2010
4110,Inside Deep Throat,2000000,3.9800720000000003,[],2005-02-11,92.0,653621,Released,6.8,31,2005
4111,Dinner Rush,0,1.096355,"[{""name"": ""Access Motion Picture Group"", ""id"": 4120}, {""name"": ""Giraldi-Suarez-DiGiaimo Productions"", ""id"": 4121}]",2000-09-01,99.0,0,Released,7.1,19,2000
4113,The Virginity Hit,2000000,3.125382,"[{""name"": ""Gary Sanchez Productions"", ""id"": 4740}, {""name"": ""Principato-Young Entertainment"", ""id"": 37845}]",2010-09-10,120.0,563706,Released,4.6,19,2010
4115,House of D,0,6.3377349999999995,"[{""name"": ""Tribeca Productions"", ""id"": 11391}, {""name"": ""Bob Yari Productions"", ""id"": 12260}, {""name"": ""Southpaw Entertainment"", ""id"": 30131}, {""name"": ""Jeff Skoll Productions"", ""id"": 38771}]",2005-04-15,97.0,0,Released,6.1,23,2005
4116,Teeth,0,7.359286,"[{""name"": ""Teeth"", ""id"": 3568}]",2007-01-19,94.0,0,Released,5.2,210,2007
4118,Hum To Mohabbat Karega,0,0.001186,[],2000-05-26,0.0,0,Released,0.0,0,2000
4119,It's All Gone Pete Tong,2000000,3.9114449999999996,[],2004-09-12,90.0,120620,Released,7.1,52,2004
4120,Saint John of Las Vegas,3800000,2.559806,[],2009-06-10,84.0,111731,Released,5.9,18,2009
4122,Stonewall,13500000,5.16023,"[{""name"": ""Centropolis Entertainment"", ""id"": 347}, {""name"": ""Mel's Cite du Cinema"", ""id"": 54502}]",2015-09-18,129.0,187674,Released,5.2,32,2015
4123,Roadside Romeo,7000000,0.25359499999999996,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Yash Raj Films"", ""id"": 1569}, {""name"": ""Walt Disney Studios Motion Pictures"", ""id"": 3036}, {""name"": ""Disney World Cinema"", ""id"": 89347}]",2008-10-24,93.0,1100000,Released,6.7,3,2008
4124,This Thing of Ours,0,0.046868,[],2005-01-01,100.0,0,Released,5.0,1,2005
4125,The Lost Medallion: The Adventures of Billy Stone,0,2.952932,"[{""name"": ""Kaos Entertainment"", ""id"": 72408}]",2013-03-01,97.0,0,Released,5.6,13,2013
4126,The Last Five Years,0,5.563068,"[{""name"": ""Lucky Monkey Pictures"", ""id"": 11093}, {""name"": ""Sh-K-Boom Records"", ""id"": 15353}, {""name"": ""Grand Peaks Entertainment"", ""id"": 15354}, {""name"": ""Radius-TWC"", ""id"": 20671}]",2014-11-03,94.0,0,Released,5.5,143,2014
4127,The Missing Person,0,1.1610340000000001,"[{""name"": ""Strand Releasing"", ""id"": 3923}, {""name"": ""The 7th Floor"", ""id"": 5708}, {""name"": ""Apropos Films"", ""id"": 13829}]",2009-01-16,95.0,0,Released,6.4,9,2009
4129,London,0,5.350423,"[{""name"": ""Destination Films"", ""id"": 769}, {""name"": ""Silver Nitrate Films"", ""id"": 2262}, {""name"": ""National Film and Television School (NFTS)"", ""id"": 17700}, {""name"": ""LHR Productions Inc."", ""id"": 68096}]",2005-02-10,92.0,0,Released,6.1,96,2005
4130,Sherrybaby,2000000,4.261508999999999,"[{""name"": ""Red Envelope Entertainment"", ""id"": 4732}]",2006-09-08,96.0,622806,Released,6.3,41,2006
4131,Circle,0,6.752141,"[{""name"": ""Votiv Films"", ""id"": 34455}, {""name"": ""Taggart Productions"", ""id"": 51235}]",2015-10-02,87.0,0,Released,6.0,333,2015
4132,Eden Lake,0,20.362373,"[{""name"": ""Aramid Entertainment Fund"", ""id"": 3272}, {""name"": ""Rollercoaster Films"", ""id"": 8575}]",2008-09-12,91.0,3983997,Released,6.7,406,2008
4133,Plush,0,5.099368,"[{""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""IM Global Octane"", ""id"": 49982}, {""name"": ""Reliance"", ""id"": 52075}]",2013-09-13,98.0,0,Released,5.4,40,2013
4134,Lesbian Vampire Killers,0,6.632891000000001,"[{""name"": ""AV Pictures"", ""id"": 3471}]",2009-03-16,86.0,0,Released,5.3,124,2009
4135,Gangster's Paradise: Jerusalema,0,1.7173759999999998,"[{""name"": ""Muti Films"", ""id"": 4113}]",2008-02-11,120.0,0,Released,6.8,16,2008
4136,Freeze Frame,0,4.922397,[],2004-05-01,99.0,0,Released,6.9,18,2004
4137,Grave Encounters,1000000,13.222268,"[{""name"": ""Darclight"", ""id"": 6448}, {""name"": ""Twin Engine Films"", ""id"": 12881}, {""name"": ""Digital Interference Productions"", ""id"": 52207}]",2011-09-09,92.0,0,Released,6.1,381,2011
4138,Stitches,100000,7.4477139999999995,"[{""name"": ""B\u00f3rd Scann\u00e1n na h\u00c9ireann"", ""id"": 1898}, {""name"": ""Irish Film Board"", ""id"": 5267}, {""name"": ""Fantastic Films"", ""id"": 18078}, {""name"": ""MPI Media Group"", ""id"": 23457}, {""name"": ""Tailored Films"", ""id"": 23459}, {""name"": ""Solid Entertainment"", ""id"": 23460}]",2012-05-19,86.0,95000,Released,5.5,92,2012
4139,Nine Dead,2000000,9.68793,"[{""name"": ""Hartbreak Films"", ""id"": 5452}]",2010-01-01,98.0,0,Released,5.2,84,2010
4142,Supercapitalist,0,0.174311,[],2012-08-10,103.0,0,Released,3.5,2,2012
4143,Rockaway,0,0.361554,"[{""name"": ""Rockaway the Movie"", ""id"": 3767}, {""name"": ""Off Hollywood Pictures"", ""id"": 3768}, {""name"": ""Panamax Films"", ""id"": 3769}, {""name"": ""Crook Brothers Productions"", ""id"": 3770}]",2007-07-07,76.0,0,Released,5.8,2,2007
4145,No Man's Land: The Rise of Reeker,2000000,4.346271,"[{""name"": ""Institution, The"", ""id"": 3517}]",2008-05-01,88.0,0,Released,4.4,27,2008
4146,Highway,14000000,3.419685,"[{""name"": ""Alex Entertainment Inc."", ""id"": 50893}]",2002-01-01,97.0,0,Released,5.6,37,2002
4147,Small Apartments,2000000,5.100741,"[{""name"": ""Deviant Films"", ""id"": 3265}, {""name"": ""Morocco Junction Pictures"", ""id"": 68079}, {""name"": ""1812 Productions"", ""id"": 68080}]",2012-03-10,96.0,0,Released,5.7,50,2012
4148,Coffee Town,0,2.253589,[],2013-07-09,87.0,0,Released,6.7,45,2013
4149,The Ghastly Love of Johnny X,0,0.209475,[],2013-04-26,106.0,0,Released,6.6,8,2013
4150,All Is Bright,0,3.613577,"[{""name"": ""Sidney Kimmel Entertainment"", ""id"": 737}, {""name"": ""Touchy Feely Films"", ""id"": 5161}, {""name"": ""GreenStreet Films"", ""id"": 12936}]",2013-09-10,107.0,0,Released,5.3,36,2013
4152,Straight A's,7000000,4.508290000000001,"[{""name"": ""Nu Image Films"", ""id"": 925}, {""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""The Group Films"", ""id"": 13621}]",2013-01-16,88.0,0,Released,5.2,46,2013
4154,Slacker Uprising,0,1.619635,[],2007-09-27,102.0,0,Released,5.9,10,2007
4155,The Legend of Hell's Gate: An American Conspiracy,0,1.002585,"[{""name"": ""Silver Sail Entertainment"", ""id"": 42037}, {""name"": ""4Go West Productions"", ""id"": 94551}, {""name"": ""Flatiron Pictures"", ""id"": 94552}]",2011-03-03,108.0,0,Released,3.9,8,2011
4156,The Walking Deceased,0,1.332804,"[{""name"": ""Splendid Film"", ""id"": 8146}]",2015-03-20,90.0,0,Released,4.2,35,2015
4157,The Curse of Downers Grove,2000000,2.00163,"[{""name"": ""Myriad Pictures"", ""id"": 738}, {""name"": ""AliBella Pictures"", ""id"": 61372}, {""name"": ""Bystander Films"", ""id"": 61373}, {""name"": ""Management Production Entertainment (MPE)"", ""id"": 61374}, {""name"": ""Mangrove Media"", ""id"": 61375}]",2015-08-21,89.0,0,Released,4.4,24,2015
4158,Shark Lake,2000000,1.187764,"[{""name"": ""FLF Films"", ""id"": 36684}, {""name"": ""Bottom Line Entertainment"", ""id"": 36685}, {""name"": ""Parkside Pictures"", ""id"": 56696}]",2015-10-02,92.0,0,Released,4.4,19,2015
4160,Northfork,0,1.9802650000000002,[],2003-01-01,103.0,0,Released,6.7,24,2003
4161,The Marine 4: Moving Target,1950000,3.6961230000000005,"[{""name"": ""WWE Studios"", ""id"": 10339}]",2015-04-10,90.0,0,Released,5.8,49,2015
4162,Buried,1987650,32.841229,"[{""name"": ""Studio 37"", ""id"": 2577}, {""name"": ""Versus Entertainment"", ""id"": 11564}, {""name"": ""The Safran Company"", ""id"": 11565}, {""name"": ""Dark Trick Films"", ""id"": 11566}]",2010-09-24,94.0,19152480,Released,6.6,827,2010
4163,Submarine,0,8.518866000000001,"[{""name"": ""Film4"", ""id"": 9349}, {""name"": ""Film Agency for Wales"", ""id"": 12177}, {""name"": ""Red Hour Films"", ""id"": 12178}, {""name"": ""Warp (Submarine)"", ""id"": 12179}, {""name"": ""Warp Films"", ""id"": 12180}]",2011-03-18,97.0,864659,Released,7.4,443,2011
4164,The Square,0,4.892203,"[{""name"": ""Roast Beef Productions"", ""id"": 7266}, {""name"": ""Worldview Entertainment"", ""id"": 9015}, {""name"": ""Noujaim Films"", ""id"": 27197}]",2013-06-07,88.0,0,Released,7.8,55,2013
4165,One to Another,0,4.665026,"[{""name"": ""R\u00e9gion Provence C\u00f4te d'Azur"", ""id"": 2318}, {""name"": ""La Fabrique de Films"", ""id"": 2673}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Toloda"", ""id"": 9011}, {""name"": ""Centre National de la Cin\u00e9matographie (CNC)"", ""id"": 18367}, {""name"": ""Soficin\u00e9ma 2"", ""id"": 21083}]",2006-07-21,95.0,0,Released,5.8,12,2006
4166,ABCD (Any Body Can Dance),0,1.294967,"[{""name"": ""UTV Motion Pictures"", ""id"": 2320}]",2013-02-07,160.0,222000,Released,5.6,10,2013
4167,Man on Wire,0,14.331992000000001,"[{""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Red Box Films"", ""id"": 12840}, {""name"": ""Discovery Films"", ""id"": 21673}, {""name"": ""BBC Storyville"", ""id"": 50510}, {""name"": ""Wall to Wall"", ""id"": 50511}]",2008-07-25,94.0,2957978,Released,7.5,275,2008
4168,Abandoned,0,3.068463,"[{""name"": ""Making Movies"", ""id"": 71702}]",2015-08-30,82.0,0,Released,5.8,27,2015
4169,Brotherly Love,1900000,1.367751,[],2015-04-24,89.0,0,Post Production,6.9,21,2015
4170,The Last Exorcism,1800000,14.838985999999998,"[{""name"": ""Strike Entertainment"", ""id"": 655}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Arcade Pictures"", ""id"": 11112}]",2010-08-27,87.0,67738090,Released,5.6,328,2010
4171,Nowhere Boy,0,1.950959,"[{""name"": ""Ecosse Films"", ""id"": 1267}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""Lipsync Productions"", ""id"": 9987}, {""name"": ""Aver Media"", ""id"": 91542}, {""name"": ""North West Vision"", ""id"": 91543}]",2009-12-25,98.0,0,Released,7.2,244,2009
4174,The Crime of Padre Amaro,1800000,2.1794279999999997,"[{""name"": ""Instituto Mexicano de Cinematograf\u00eda"", ""id"": 299}, {""name"": ""Alameda Films"", ""id"": 300}, {""name"": ""Cinecolor-M\u00e9xico"", ""id"": 301}, {""name"": ""Cinecolor-Argentina"", ""id"": 303}, {""name"": ""Artcam y Fonds Sud Cin\u00e9ma"", ""id"": 304}]",2002-10-01,118.0,0,Released,6.2,36,2002
4175,Beasts of the Southern Wild,1800000,12.471239,"[{""name"": ""Journeyman Pictures"", ""id"": 2291}, {""name"": ""Court 13 Pictures"", ""id"": 6714}, {""name"": ""Cinereach"", ""id"": 12219}]",2012-06-29,93.0,21107746,Released,6.8,403,2012
4177,Songcatcher,0,3.363321,"[{""name"": ""Rigas Entertainment"", ""id"": 64673}, {""name"": ""ErgoArts"", ""id"": 64674}]",2001-03-01,109.0,0,Released,5.6,9,2001
4178,Higher Ground,2000000,1.6991009999999998,[],2011-08-26,109.0,841733,Post Production,5.3,14,2011
4179,Vaalu,0,0.320387,"[{""name"": ""Nic Arts"", ""id"": 11831}, {""name"": ""Simbu Cine Arts"", ""id"": 82002}]",2015-08-14,155.0,0,Released,6.7,5,2015
4180,The Greatest Movie Ever Sold,0,0.692497,"[{""name"": ""Snoot Entertainment"", ""id"": 15159}]",2011-04-22,87.0,621951,Released,6.4,88,2011
4182,Travellers and Magicians,0,0.749699,"[{""name"": ""Prayer Flag Pictures"", ""id"": 72591}]",2003-09-09,108.0,0,Released,6.8,9,2003
4185,Sublime,0,6.833164,"[{""name"": ""Raw Feed"", ""id"": 3295}]",2007-06-15,113.0,0,Released,5.3,33,2007
4186,A Beginner's Guide to Snuff,0,0.060127,[],2016-03-04,87.0,0,Released,0.0,0,2016
4187,Independence Daysaster,1800000,1.9594049999999998,"[{""name"": ""Independence Day Productions"", ""id"": 62511}]",2013-06-27,86.0,0,Released,4.2,22,2013
4188,Dysfunctional Friends,1800000,0.21544000000000002,[],2012-02-03,101.0,0,Released,5.0,4,2012
4190,May,500000,8.650779,"[{""name"": ""A Loopy Production LLC"", ""id"": 29693}, {""name"": ""2 Loop Films"", ""id"": 29694}]",2002-01-13,93.0,150277,Released,6.3,152,2002
4191,Against the Wild,1493619,2.492747,"[{""name"": ""Against the Wild Films"", ""id"": 26343}]",2013-12-29,90.0,0,Released,4.9,19,2013
4192,Under the Same Moon,0,2.7564349999999997,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Fidecine"", ""id"": 16116}, {""name"": ""Creando Films"", ""id"": 89636}, {""name"": ""Potomac Pictures"", ""id"": 89637}]",2008-03-20,106.0,23311391,Released,7.0,28,2008
4194,In the Bedroom,1700000,6.9796380000000005,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""GreeneStreet/SKE Films"", ""id"": 842}]",2001-11-23,130.0,0,Released,6.4,89,2001
4195,I Spit on Your Grave,2000000,26.281839,"[{""name"": ""Anchor Bay Films"", ""id"": 5860}, {""name"": ""Cinetel Films"", ""id"": 10399}, {""name"": ""Family of the Year Productions"", ""id"": 21624}]",2010-06-17,108.0,572809,Released,6.3,519,2010
4196,"Happy, Texas",1700000,2.079125,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Marked Entertainment"", ""id"": 16833}]",1999-12-03,98.0,1943649,Released,5.5,39,1999
4197,My Summer of Love,0,3.939753,[],2004-08-20,86.0,0,Released,6.0,59,2004
4198,The Lunchbox,1000000,14.017809,"[{""name"": ""UTV Motion Pictures"", ""id"": 2320}]",2013-09-19,104.0,4235151,Released,7.3,221,2013
4199,Yes,0,3.677831,"[{""name"": ""GreeneStreet Films"", ""id"": 2152}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Studio Fierberg"", ""id"": 14731}, {""name"": ""Adventure Pictures"", ""id"": 36765}]",2005-08-05,100.0,0,Released,5.9,7,2005
4203,Grace Unplugged,0,2.160586,"[{""name"": ""Coram Deo Studios"", ""id"": 30270}, {""name"": ""Birchwood Pictures"", ""id"": 30271}]",2013-10-04,102.0,0,Released,6.0,24,2013
4204,Foolish,0,0.796009,"[{""name"": ""No Limit Films"", ""id"": 16718}, {""name"": ""Shooting Star Pictures"", ""id"": 40648}]",1999-04-09,84.0,6033999,Released,6.3,3,1999
4205,N-Secure,0,0.13455999999999999,[],2010-10-15,0.0,2592808,Released,4.3,4,2010
4206,Caramel,0,4.554574,"[{""name"": ""Bac Films"", ""id"": 208}, {""name"": ""Les Films des Tournelles"", ""id"": 2280}, {""name"": ""Les Films de Beyrouth"", ""id"": 2281}, {""name"": ""Roissy Films"", ""id"": 2282}, {""name"": ""Sunnyland"", ""id"": 2283}, {""name"": ""Arte France Cin\u00e9ma"", ""id"": 6916}, {""name"": ""Centre National de la Cin\u00e9matographie (CNC)"", ""id"": 18367}, {""name"": ""Fonds Sud Cin\u00e9ma"", ""id"": 22625}, {""name"": ""Minist\u00e8re de la Culture et de la Communication"", ""id"": 25818}, {""name"": ""Minist\u00e8re des Affaires \u00e9trang\u00e8res et du D\u00e9veloppement International"", ""id"": 72598}, {""name"": ""Cin\u00e9fondation"", ""id"": 77292}, {""name"": ""Minist\u00e8re Libanais de la Culture"", ""id"": 78994}]",2007-07-01,96.0,0,Released,6.8,52,2007
4207,Out of the Dark,0,3.215465,"[{""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}, {""name"": ""Dynamo"", ""id"": 7062}, {""name"": ""Apaches Entertainment"", ""id"": 8111}, {""name"": ""XYZ Films"", ""id"": 12142}, {""name"": ""Cactus Flower Producciones"", ""id"": 44210}, {""name"": ""Fast Producciones"", ""id"": 44211}]",2014-08-27,92.0,0,Released,4.6,55,2014
4208,The Bubble,0,1.4943600000000001,"[{""name"": ""Metro Productions"", ""id"": 633}, {""name"": ""Israeli Film Fund"", ""id"": 4520}, {""name"": ""Keshet Hot"", ""id"": 93101}, {""name"": ""Uchovsky Fox"", ""id"": 93102}, {""name"": ""Ronen Ben-Tal Films"", ""id"": 93103}, {""name"": ""Feingold Productions"", ""id"": 93104}]",2006-06-06,114.0,0,Released,7.6,20,2006
4210,Dil Jo Bhi Kahey...,0,0.122704,"[{""name"": ""Entertainment One Pvt. Ltd."", ""id"": 3650}]",2006-12-07,0.0,0,Released,0.0,0,2006
4212,I Love Your Work,0,3.313339,[],2003-10-05,111.0,0,Released,6.5,2,2003
4213,Cabin Fever,0,5.379319000000001,"[{""name"": ""Armory Films"", ""id"": 35849}, {""name"": ""Pelican Point Media"", ""id"": 73192}, {""name"": ""Contend"", ""id"": 73193}]",2016-02-12,99.0,0,Released,4.4,111,2016
4214,Waitress,2000000,9.672989999999999,"[{""name"": ""Night and Day Pictures"", ""id"": 24133}]",2007-05-25,108.0,22179430,Released,6.7,129,2007
4218,The Squid and the Whale,1500000,13.788054,"[{""name"": ""Destination Films"", ""id"": 769}, {""name"": ""Samuel Goldwyn Films"", ""id"": 9118}, {""name"": ""Sony Pictures International"", ""id"": 63520}]",2005-10-05,81.0,11098131,Released,6.9,226,2005
4219,Kissing Jessica Stein,1000000,3.990215,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Eden Wurmfeld Films"", ""id"": 4143}, {""name"": ""Cineric"", ""id"": 11078}, {""name"": ""Michael Alden Productions"", ""id"": 84889}, {""name"": ""Brad Zions Films"", ""id"": 84890}]",2001-04-21,97.0,10013424,Released,5.9,48,2001
4220,Kickboxer: Vengeance,17000000,6.526587999999999,"[{""name"": ""Radar Pictures"", ""id"": 14718}, {""name"": ""Headmon Entertainment & Productions"", ""id"": 86465}]",2016-07-14,90.0,0,Released,4.5,99,2016
4224,Insidious,1500000,58.594852,"[{""name"": ""Alliance Films"", ""id"": 2514}, {""name"": ""IM Global"", ""id"": 7437}, {""name"": ""Stage 6 Films"", ""id"": 11341}, {""name"": ""Haunted Movies"", ""id"": 21742}]",2010-09-13,103.0,97009150,Released,6.8,1737,2010
4226,Nine Queens,1500000,8.589355,"[{""name"": ""Naya Films S.A."", ""id"": 4718}, {""name"": ""Patagonik Film Group"", ""id"": 7100}]",2000-08-31,114.0,0,Released,7.4,153,2000
4227,The Gatekeepers,0,2.828303,"[{""name"": ""Les Films du Poisson"", ""id"": 2426}, {""name"": ""Cinephil"", ""id"": 2632}, {""name"": ""RTBF"", ""id"": 5867}, {""name"": ""Arte France"", ""id"": 6111}, {""name"": ""NDR"", ""id"": 8047}]",2012-07-09,101.0,0,Released,6.5,39,2012
4228,The Ballad of Jack and Rose,1500000,3.618646,"[{""name"": ""Elevation Filmworks"", ""id"": 1840}, {""name"": ""Initial Entertainment Group (IEG)"", ""id"": 7380}, {""name"": ""IFC Productions"", ""id"": 26468}, {""name"": ""Jack and Rose Productions"", ""id"": 37334}]",2005-03-25,111.0,712294,Released,6.5,43,2005
4229,The To Do List,1500000,15.017068,"[{""name"": ""3 Arts Entertainment"", ""id"": 787}, {""name"": ""The Mark Gordon Company"", ""id"": 1557}]",2013-07-24,104.0,3566225,Released,5.5,342,2013
4231,The Believer,1500000,9.856826,"[{""name"": ""Fuller Films"", ""id"": 1539}, {""name"": ""Seven Arts Pictures"", ""id"": 14159}]",2001-01-19,98.0,416925,Released,6.8,151,2001
4232,Snow Angels,0,4.262373999999999,"[{""name"": ""Crossroads Films"", ""id"": 3058}]",2008-03-07,106.0,414404,Released,6.5,48,2008
4233,Unsullied,0,0.061239999999999996,[],2015-08-28,93.0,0,Released,3.0,1,2015
4234,Session 9,1500000,11.064228,"[{""name"": ""October Films"", ""id"": 236}, {""name"": ""USA Films"", ""id"": 987}, {""name"": ""Scout Productions"", ""id"": 2065}]",2001-08-10,100.0,373967,Released,6.2,251,2001
4235,I Want Someone to Eat Cheese With,0,1.7423830000000002,[],2006-01-01,80.0,0,Released,5.7,12,2006
4236,Mooz-lum,0,0.414754,[],2011-02-11,95.0,330048,Released,4.5,3,2011
4237,Hatchet,0,12.677016,"[{""name"": ""ArieScope Pictures"", ""id"": 3960}]",2006-04-27,83.0,0,Released,5.7,159,2006
4239,Stolen Summer,0,0.87066,[],2002-03-22,91.0,0,Released,6.4,9,2002
4240,My Name Is Bruce,1500000,7.5591,"[{""name"": ""Dark Horse Entertainment"", ""id"": 552}, {""name"": ""Image Entertainment"", ""id"": 3086}]",2007-10-01,86.0,173066,Released,5.9,107,2007
